Actuated Double Pendulum 2020-06-19 11:32:41 Coord: Cartesian. Integration: Monolithic. Time-step = 5e-05
t, kappa, pos_1, pos_2, pos_3, pos_4, pos_5, pos_6, pos_7, vel_1, vel_2, vel_3, vel_4, vel_5, vel_6, vel_7, acc_1, acc_2, acc_3, acc_4, acc_5, acc_6, acc_7, p_1, p_2, pd_1, pd_2, lambda_1, lambda_2, lambda_3, lambda_4, lambda_5, F, violC
1.69,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5313635e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.7,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5310693e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.71,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.530775e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.72,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5304808e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.73,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5301865e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.74,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5298923e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.75,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.529598e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.76,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5293038e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.77,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5290096e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.78,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5287153e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.79,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5284211e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.8,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5281268e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.81,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5278326e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.82,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5275383e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.83,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5272441e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.84,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5269498e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.85,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5266556e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.86,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5263614e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.87,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5260671e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.88,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5257729e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.89,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5254786e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.9,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5251844e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.91,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5248901e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.92,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5245959e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.93,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5243017e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.94,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5240074e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.95,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5237132e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.96,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5234189e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.97,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5231247e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.98,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5228304e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
1.99,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.5225362e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
2,0.45434559,0.4330127,0.25,0.8660254,0.5,0.8660254,-5.522242e-17,0.5,-1.7897859e-20,4.9875809e-20,-3.1713369e-20,1.0211362e-19,0,1.0332064e-19,4.0427781e-20,-4.6452834e-16,1.2944971e-15,-8.2310174e-16,2.6502987e-15,-0,2.6816261e-15,1.0492791e-15,3170846.2,4529153.8,0,0,-8829,-7.8026253e-13,-3433.5,981,-8829,8829,0
2.01,0.44434559,0.43299381,0.25003271,0.86598763,0.50006543,0.8660254,6.5426814e-05,0.50003271,-0.0037551155,0.0065029163,-0.0075102311,0.013005833,-2.685134e-06,0.0130064,0.0065036254,-0.308759,0.5344677,-0.61751794,1.0689354,-0.00082182885,1.0690948,0.53466682,3034997.7,4665001.1,813494.33,-813414.88,-9493.0743,195.62774,-3878.9067,1087.9097,-9944.0094,9944.66,5.9754473e-15
2.02,0.44434559,0.43294338,0.25012002,0.86588677,0.50024005,0.8660253,0.00024006703,0.50012005,-0.0061086936,0.010573798,-0.012217387,0.021147595,-2.0512634e-05,0.021150974,0.010578028,-0.17474111,0.30187212,-0.34948191,0.60374443,-0.0028853414,0.60413803,0.30236485,3041197.9,4658801.5,460195.4,-460151.93,-9201.0972,110.95524,-3685.1012,1041.4142,-9454.3508,9456.6207,6.3637791e-15
2.03,0.44434559,0.432875,0.25023836,0.86575,0.50047671,0.86602491,0.00047678769,0.50023845,-0.0074432254,0.012875669,-0.014886451,0.025751338,-6.2469873e-05,0.025759488,0.012885899,-0.099348702,0.17097727,-0.19869681,0.34195488,-0.005582093,0.34250064,0.17166441,3044710.7,4655289.1,261299.2,-261277.06,-9034.9949,63.475447,-3576.0379,1015.2507,-9175.7938,9180.1697,6.8706684e-15
2.04,0.44434559,0.43279641,0.25037426,0.86559282,0.50074851,0.86602395,0.00074869618,0.50037449,-0.0082043787,0.014182072,-0.016408757,0.028364143,-0.00013330096,0.028378177,0.014199765,-0.056924947,0.097324664,-0.11385065,0.19464889,-0.0086271788,0.19526929,0.098118388,3046710.5,4653289.4,149338.69,-149328.04,-8939.7487,36.915804,-3514.6654,1000.5273,-9016.0332,9022.7859,5.6649259e-15
2.05,0.44434559,0.43271198,0.25052015,0.86542395,0.5010403,0.86602213,0.0010406596,0.5005206,-0.0086428546,0.014928407,-0.017285709,0.029856813,-0.00023566923,0.029877212,0.014954293,-0.033047359,0.055893475,-0.066094709,0.11178695,-0.011870861,0.11243324,0.056733392,3047858.8,4652141.1,86328.37,-86323.539,-8884.409,22.115199,-3480.1436,992.24431,-8923.1149,8932.4057,6.2788977e-15
2.06,0.44434559,0.43262415,0.25067178,0.8652483,0.50134357,0.86601913,0.0013441635,0.50067254,-0.008899756,0.015359724,-0.017799512,0.030719448,-0.00037108365,0.030746316,0.015394123,-0.019614964,0.032593099,-0.039230456,0.065185892,-0.015225175,0.065830325,0.033453939,3048528,4651472,50878.718,-50876.674,-8851.4909,13.945178,-3460.7253,987.58426,-8867.7964,8879.7241,5.7676193e-15
2.07,0.44434559,0.43253432,0.25082676,0.86506863,0.50165352,0.8660146,0.0016544176,0.5008279,-0.0090545116,0.015613912,-0.018109023,0.031227824,-0.00054035441,0.031261063,0.015656949,-0.012058323,0.019494917,-0.024116658,0.038989827,-0.018634796,0.039617516,0.020361607,3048927.6,4651072.5,30942.291,-30941.506,-8831.2,9.4985131,-3449.8096,984.96383,-8833.6202,8848.2469,6.8070797e-15
2.08,0.44434559,0.43244325,0.25098373,0.8648865,0.50196747,0.86600821,0.0019687276,0.50098535,-0.0091518304,0.015768541,-0.018303661,0.031537082,-0.00074384292,0.031576476,0.015820258,-0.0078111122,0.012134252,-0.01562219,0.024268523,-0.022063732,0.024870776,0.013003137,3049175.6,4650824.4,19736.28,-19736.018,-8817.9957,7.1515016,-3443.6733,983.4899,-8811.327,8828.6915,6.6747399e-15
2.09,0.44434559,0.43235139,0.25114195,0.86470277,0.5022839,0.86599961,0.0022855774,0.50114412,-0.0092168739,0.015867235,-0.018433748,0.031734469,-0.00098160943,0.031779735,0.015927648,-0.0054264951,0.0079997473,-0.010853302,0.015999313,-0.02548695,0.016570473,0.0088705666,3049338.5,4650661.5,13441.766,-13441.688,-8808.7734,5.9847682,-3440.224,982.66039,-8795.7085,8815.8352,5.5306075e-15
2.1,0.44434559,0.43225897,0.25130098,0.86451795,0.50260195,0.86598846,0.002604114,0.5013038,-0.0092637994,0.01593452,-0.018527599,0.03186904,-0.0012535032,0.031919844,0.01600364,-0.0040877274,0.0056794047,-0.0081754461,0.011358815,-0.028886557,0.0118947,0.0065508566,3049453.5,4650546.5,9909.5709,-9909.5342,-8801.8001,5.475953,-3438.2874,982.19396,-8783.8355,8806.7401,5.8260269e-15
2.11,0.44434559,0.43216614,0.25146058,0.86433229,0.50292116,0.86597443,0.0029238568,0.50146414,-0.0093005709,0.015984183,-0.018601142,0.031968365,-0.0015592185,0.032024336,0.016062027,-0.0033388175,0.0043781415,-0.0066776343,0.0087562835,-0.032249212,0.0092531628,0.0052516475,3049541.8,4650458.2,7930.6684,-7930.6195,-8796.0841,5.3379523,-3437.199,981.93084,-8774.0613,8799.7542,5.2504277e-15
2.12,0.44434559,0.43207298,0.25162063,0.86414596,0.50324125,0.86595717,0.0032445343,0.50162501,-0.0093316675,0.01602397,-0.018663335,0.03204794,-0.0018983296,0.03210867,0.016110563,-0.0029208061,0.003649721,-0.0058414469,0.0072995383,-0.035564182,0.0077540355,0.0045255582,3049615,4650385,6825.0293,-6824.9534,-8791.0822,5.4037885,-3436.5884,981.78215,-8765.4607,8793.9485,7.0012305e-15
2.13,0.44434559,0.43197952,0.25178104,0.86395904,0.50356208,0.86593635,0.0035659924,0.50178633,-0.0093596083,0.016058235,-0.018719217,0.03211647,-0.0022703128,0.03218152,0.016153606,-0.0026900766,0.0032427823,-0.0053802548,0.0064855052,-0.038822414,0.0068943842,0.0041225078,3049679.9,4650320.1,6210.6263,-6210.5217,-8786.4757,5.5848659,-3436.2438,981.69728,-8757.5131,8788.8007,4.6952886e-15
2.14,0.44434559,0.43188579,0.25194178,0.86377159,0.50388356,0.86591165,0.0038881428,0.50194807,-0.0093858101,0.016089424,-0.01877162,0.032178847,-0.0026745605,0.032247745,0.016193608,-0.0025630008,0.0030172325,-0.0051258235,0.006034569,-0.042015788,0.0063949447,0.003899999,3049740.1,4650259.9,5872.208,-5872.0804,-8782.1061,5.8228977,-3436.0515,981.64876,-8749.9265,8784.0174,5.0052469e-15
2.15,0.44434559,0.43179181,0.25210282,0.86358362,0.50420565,0.86588275,0.0042109344,0.5021102,-0.0094110701,0.016118911,-0.01882214,0.032237822,-0.0031103901,0.03231007,0.016231946,-0.0024965351,0.0028925754,-0.0049933889,0.0057849644,-0.045137411,0.0060940566,0.0037804801,3049797.9,4650202.2,5689.07,-5688.9248,-8777.8611,6.0944583,-3435.9417,981.61981,-8742.5364,8779.4333,5.0090164e-15
2.16,0.44434559,0.43169757,0.25226416,0.86339515,0.50452831,0.86584934,0.0045343364,0.5022727,-0.0094358373,0.016147471,-0.018871675,0.032294941,-0.0035770501,0.032370014,0.016269399,-0.0024618461,0.0028259779,-0.004923782,0.0056519032,-0.048180821,0.005907433,0.0037175498,3049854.2,4650145.8,5593.5141,-5593.3563,-8773.7035,6.3756778,-3435.8814,981.60274,-8735.2503,8774.9554,6.298559e-15
2.17,0.44434559,0.43160309,0.25242577,0.86320619,0.50485154,0.86581111,0.0048583296,0.50243558,-0.0094603652,0.016175539,-0.01892073,0.032351078,-0.004073725,0.032428429,0.016306402,-0.0024473148,0.0027911161,-0.0048951232,0.005581943,-0.051139364,0.0057818273,0.0036879675,3049909.9,4650090.1,5547.523,-5547.3536,-8769.5868,6.6640027,-3435.8458,981.59155,-8728.0157,8770.5313,4.9066959e-15
2.18,0.44434559,0.43150837,0.25258767,0.86301673,0.50517533,0.86576777,0.0051829015,0.50259883,-0.0094847972,0.016203362,-0.018969594,0.032406723,-0.0045995378,0.03248579,0.016343204,-0.0024415748,0.0027752859,-0.0048831899,0.0055505482,-0.054007531,0.0056932684,0.0036755336,3049965.3,4650034.8,5529.1334,-5528.9619,-8765.5133,6.9454442,-3435.8279,981.58442,-8720.8036,8766.1314,6.1256247e-15
2.19,0.44434559,0.4314134,0.25274984,0.86282679,0.50549968,0.86571903,0.0055080428,0.50276245,-0.0095092151,0.01623108,-0.01901843,0.03246216,-0.0051535535,0.032542362,0.016379946,-0.0024431636,0.0027694796,-0.0048864608,0.0055388809,-0.056779148,0.0056231739,0.0036744678,3050020.5,4649979.5,5527.0814,-5526.9045,-8761.4574,7.2237771,-3435.8171,981.57898,-8713.597,8761.7387,6.7812273e-15
2.2,0.44434559,0.43131818,0.25291229,0.86263636,0.50582458,0.86566461,0.0058337466,0.50292643,-0.0095336663,0.016258773,-0.019067333,0.032517547,-0.0057347808,0.032598297,0.01641671,-0.0024471981,0.002770109,-0.0048941273,0.0055403761,-0.05944895,0.0055655324,0.0036787472,3050075.8,4649924.2,5534.23,-5534.0525,-8757.4241,7.4926731,-3435.8122,981.57487,-8706.3862,8757.3434,4.6277793e-15
2.21,0.44434559,0.43122272,0.25307501,0.86244545,0.50615003,0.86560425,0.0061600069,0.50309078,-0.0095581782,0.01628649,-0.019116356,0.032572979,-0.0063421753,0.032653683,0.016453542,-0.0024551927,0.0027736413,-0.0049105465,0.0055471878,-0.062011722,0.0055127939,0.0036879096,3050131.2,4649868.8,5547.0499,-5546.8669,-8753.4019,7.7547968,-3435.8087,981.5711,-8699.1656,8752.94,6.6056521e-15
2.22,0.44434559,0.43112702,0.25323802,0.86225404,0.50647604,0.86553768,0.0064868186,0.5032555,-0.0095827675,0.016314257,-0.019165535,0.032628513,-0.0069746411,0.032708576,0.016490471,-0.0024637065,0.0027796879,-0.00492764,0.0055592423,-0.064462429,0.0054654737,0.0036987845,3050186.8,4649813.2,5563.2777,-5563.0897,-8749.3963,8.0059293,-3435.8074,981.56785,-8691.9318,8748.525,4.4510287e-15
2.23,0.44434559,0.43103107,0.2534013,0.86206214,0.5068026,0.86546467,0.0068141769,0.50342059,-0.0096074449,0.016342091,-0.01921489,0.032684183,-0.0076310334,0.032763014,0.016527515,-0.0024726254,0.0027872394,-0.0049453552,0.0055744173,-0.066796305,0.0054218823,0.0037107668,3050242.5,4649757.5,5581.6422,-5581.45,-8745.4101,8.2442941,-3435.8083,981.56508,-8684.6827,8744.0962,5.6697515e-15
2.24,0.44434559,0.43093487,0.25356486,0.86186974,0.50712972,0.86538498,0.0071420775,0.50358605,-0.0096322171,0.016370006,-0.019264434,0.032740011,-0.0083101608,0.032817027,0.016564686,-0.0024823021,0.0027957207,-0.0049646535,0.0055914123,-0.069008591,0.0053811433,0.0037238732,3050298.4,4649701.6,5601.2174,-5601.0262,-8741.4384,8.4713347,-3435.8096,981.56255,-8677.417,8739.6523,6.0535795e-15
2.25,0.44434559,0.43083842,0.2537287,0.86167685,0.5074574,0.8652984,0.0074705161,0.50375188,-0.0096570892,0.016398007,-0.019314178,0.032796015,-0.0090107876,0.032870645,0.016601992,-0.0024920797,0.0028047675,-0.0049840558,0.0056095962,-0.071095464,0.0053430834,0.0037373527,3050354.5,4649645.5,5621.8908,-5621.7017,-8737.4826,8.6859409,-3435.8118,981.5603,-8670.1336,8735.1922,5.790481e-15
2.26,0.44434559,0.43074173,0.25389282,0.86148345,0.50778564,0.8652047,0.0077994891,0.50391809,-0.0096820648,0.016426102,-0.01936413,0.032852204,-0.0097316363,0.032923896,0.016639439,-0.0025027483,0.0028142795,-0.0050054566,0.0056285826,-0.073052405,0.0053077208,0.0037518381,3050410.9,4649589.2,5643.642,-5643.4472,-8733.5412,8.8886676,-3435.8143,981.55816,-8662.8317,8730.7152,5.8813665e-15
2.27,0.44434559,0.43064478,0.25405722,0.86128956,0.50811445,0.8651037,0.0081289929,0.50408467,-0.0097071471,0.016454294,-0.019414294,0.032908588,-0.01047139,0.032976809,0.016677032,-0.0025130127,0.0028245133,-0.0050257289,0.0056492018,-0.074875822,0.005276359,0.0037663392,3050467.4,4649532.6,5665.9372,-5665.7408,-8729.6182,9.0771834,-3435.8176,981.55647,-8655.511,8726.2208,3.8652068e-15
2.28,0.44434559,0.43054758,0.25422191,0.86109517,0.50844381,0.86499522,0.0084590243,0.50425163,-0.0097323386,0.016482588,-0.019464677,0.032965176,-0.011228696,0.033029419,0.016714775,-0.0025241756,0.0028347621,-0.0050481146,0.0056696642,-0.076562159,0.0052475408,0.0037816264,3050524.2,4649475.9,5688.6599,-5688.4664,-8725.7114,9.2525987,-3435.8215,981.55489,-8648.1708,8721.7085,5.6406678e-15
2.29,0.44434559,0.43045013,0.25438687,0.86090027,0.50877375,0.86487907,0.0087895804,0.50441897,-0.0097576417,0.016510986,-0.019515283,0.033021972,-0.012002166,0.033081761,0.016752672,-0.0025369682,0.0028447683,-0.0050744029,0.0056892605,-0.078108327,0.0052209022,0.0037982018,3050581.2,4649418.9,5712.4654,-5712.2566,-8721.8135,9.4176889,-3435.8237,981.55311,-8640.8107,8717.1777,4.454143e-15
2.3,0.44434559,0.43035243,0.25455213,0.86070486,0.50910425,0.86475512,0.0091206588,0.50458669,-0.0097830583,0.016539492,-0.019566117,0.033078984,-0.012790382,0.033133873,0.016790726,-0.0025485084,0.0028556665,-0.0050975136,0.0057110386,-0.079510943,0.0051999884,0.0038141459,3050638.4,4649361.6,5736.3701,-5736.1579,-8717.9408,9.5652375,-3435.8285,981.55222,-8633.4304,8712.6281,4.7146095e-15
2.31,0.44434559,0.43025447,0.25471766,0.86050895,0.50943533,0.86462322,0.0094522573,0.50475479,-0.0098085903,0.016568108,-0.019617181,0.033136217,-0.013591897,0.033185798,0.016828941,-0.0025582132,0.0028675301,-0.0051160495,0.0057352838,-0.08076762,0.0051854306,0.003828993,3050695.9,4649304.1,5760.3152,-5760.114,-8714.0946,9.6948005,-3435.836,981.552,-8626.0296,8708.0594,3.7736356e-15
