t,s,sd,p1,p2,f
8.66,0.47927,0.018748,2.9957e+06,4.7043e+06,9231.2
8.67,0.47945,0.017383,3.0126e+06,4.6874e+06,9147.8
8.68,0.47962,0.015704,3.0311e+06,4.6689e+06,9075.4
8.69,0.47977,0.013758,3.0507e+06,4.6492e+06,9014.8
8.7,0.47989,0.011594,3.071e+06,4.6289e+06,8966.6
8.71,0.48,0.0092637,3.0917e+06,4.6082e+06,8931.2
8.72,0.48008,0.0068192,3.1122e+06,4.5877e+06,8908.7
8.73,0.48013,0.0043136,3.1322e+06,4.5677e+06,8899
8.74,0.48016,0.0017982,3.1514e+06,4.5485e+06,8901.8
8.75,0.48017,-0.00067754,3.1693e+06,4.5306e+06,8916.3
8.76,0.48015,-0.0030672,3.1857e+06,4.5142e+06,8941.8
8.77,0.48011,-0.0053286,3.2004e+06,4.4995e+06,8977.2
8.78,0.48004,-0.0074241,3.2131e+06,4.4868e+06,9021.3
8.79,0.47996,-0.0093217,3.2238e+06,4.4762e+06,9072.9
8.8,0.47986,-0.010995,3.2322e+06,4.4677e+06,9130.3
8.81,0.47974,-0.012425,3.2385e+06,4.4615e+06,9192.2
8.82,0.47961,-0.013597,3.2425e+06,4.4575e+06,9256.9
8.83,0.47947,-0.014505,3.2444e+06,4.4556e+06,9322.9
8.84,0.47932,-0.015149,3.2443e+06,4.4557e+06,9388.6
8.85,0.47917,-0.015535,3.2424e+06,4.4576e+06,9452.6
8.86,0.47901,-0.015674,3.2388e+06,4.4612e+06,9513.3
8.87,0.47886,-0.015584,3.2338e+06,4.4663e+06,9569.6
8.88,0.4787,-0.015288,3.2276e+06,4.4724e+06,9620.3
8.89,0.47855,-0.01481,3.2205e+06,4.4795e+06,9664.5
8.9,0.4784,-0.014182,3.2129e+06,4.4872e+06,9701.3
8.91,0.47827,-0.013434,3.2049e+06,4.4952e+06,9730.2
8.92,0.47814,-0.012602,3.1969e+06,4.5031e+06,9750.8
8.93,0.47801,-0.011719,3.1892e+06,4.5109e+06,9763
8.94,0.4779,-0.01082,3.1819e+06,4.5181e+06,9766.9
8.95,0.4778,-0.0099388,3.1755e+06,4.5245e+06,9762.8
8.96,0.4777,-0.0091077,3.17e+06,4.53e+06,9751.1
8.97,0.47762,-0.0083558,3.1656e+06,4.5344e+06,9732.6
8.98,0.47754,-0.0077092,3.1625e+06,4.5375e+06,9708.1
8.99,0.47746,-0.0071903,3.1608e+06,4.5392e+06,9678.6
9,0.47739,-0.0068171,3.1605e+06,4.5395e+06,9645.3
9.01,0.47732,-0.0065901,3.1608e+06,4.5392e+06,9618
9.02,0.47726,-0.006462,3.161e+06,4.539e+06,9602.7
9.03,0.4772,-0.0063929,3.1611e+06,4.5389e+06,9594.4
9.04,0.47713,-0.0063592,3.1612e+06,4.5388e+06,9590.3
9.05,0.47707,-0.0063467,3.1612e+06,4.5388e+06,9588.8
9.06,0.477,-0.0063469,3.1612e+06,4.5388e+06,9588.8
9.07,0.47694,-0.0063548,3.1612e+06,4.5388e+06,9589.8
9.08,0.47688,-0.0063673,3.1612e+06,4.5388e+06,9591.3
9.09,0.47681,-0.0063827,3.1612e+06,4.5388e+06,9593.1
9.1,0.47675,-0.0063998,3.1611e+06,4.5389e+06,9595.2
9.11,0.47669,-0.006418,3.1611e+06,4.5389e+06,9597.4
9.12,0.47662,-0.0064369,3.1611e+06,4.5389e+06,9599.6
9.13,0.47656,-0.0064564,3.1611e+06,4.5389e+06,9601.9
9.14,0.47649,-0.0064762,3.161e+06,4.539e+06,9604.3
9.15,0.47643,-0.0064962,3.161e+06,4.539e+06,9606.7
9.16,0.47636,-0.0065165,3.161e+06,4.539e+06,9609.1
9.17,0.4763,-0.006537,3.1609e+06,4.5391e+06,9611.6
9.18,0.47623,-0.0065577,3.1609e+06,4.5391e+06,9614.1
9.19,0.47617,-0.0065785,3.1609e+06,4.5391e+06,9616.6
9.2,0.4761,-0.0065995,3.1608e+06,4.5392e+06,9619.1
9.21,0.47603,-0.0066207,3.1608e+06,4.5392e+06,9621.6
9.22,0.47597,-0.006642,3.1608e+06,4.5392e+06,9624.2
9.23,0.4759,-0.0066635,3.1607e+06,4.5393e+06,9626.7
9.24,0.47583,-0.0066851,3.1607e+06,4.5393e+06,9629.3
9.25,0.47577,-0.0067069,3.1607e+06,4.5393e+06,9631.9
9.26,0.4757,-0.0067289,3.1606e+06,4.5394e+06,9634.6
9.27,0.47563,-0.006751,3.1606e+06,4.5394e+06,9637.2
9.28,0.47557,-0.0067732,3.1606e+06,4.5394e+06,9639.9
9.29,0.4755,-0.0067956,3.1605e+06,4.5395e+06,9642.6
9.3,0.47543,-0.0068182,3.1605e+06,4.5395e+06,9645.3
9.31,0.47536,-0.0068409,3.1605e+06,4.5395e+06,9648
9.32,0.47529,-0.0068638,3.1604e+06,4.5396e+06,9650.7
9.33,0.47522,-0.0068868,3.1604e+06,4.5396e+06,9653.5
9.34,0.47515,-0.0069099,3.1604e+06,4.5396e+06,9656.2
9.35,0.47509,-0.0069332,3.1603e+06,4.5397e+06,9659
9.36,0.47502,-0.0069566,3.1603e+06,4.5397e+06,9661.8
9.37,0.47495,-0.0069802,3.1603e+06,4.5397e+06,9664.7
9.38,0.47488,-0.0070039,3.1602e+06,4.5398e+06,9667.5
9.39,0.47481,-0.0070278,3.1602e+06,4.5398e+06,9670.4
9.4,0.47474,-0.0070518,3.1602e+06,4.5398e+06,9673.2
9.41,0.47467,-0.0070759,3.1601e+06,4.5399e+06,9676.1
9.42,0.47459,-0.0071002,3.1601e+06,4.5399e+06,9679
9.43,0.47452,-0.0071245,3.16e+06,4.54e+06,9681.9
9.44,0.47445,-0.0071491,3.16e+06,4.54e+06,9684.9
9.45,0.47438,-0.0071737,3.16e+06,4.54e+06,9687.8
9.46,0.47431,-0.0071984,3.1599e+06,4.5401e+06,9690.8
9.47,0.47424,-0.0072233,3.1599e+06,4.5401e+06,9693.8
9.48,0.47416,-0.0072483,3.1599e+06,4.5401e+06,9696.8
9.49,0.47409,-0.0072734,3.1598e+06,4.5402e+06,9699.8
9.5,0.47402,-0.0072986,3.1598e+06,4.5402e+06,9702.8
9.51,0.47395,-0.007324,3.1597e+06,4.5403e+06,9705.8
9.52,0.47387,-0.0073494,3.1597e+06,4.5403e+06,9708.9
9.53,0.4738,-0.0073749,3.1597e+06,4.5403e+06,9711.9
9.54,0.47372,-0.0074006,3.1596e+06,4.5404e+06,9715
9.55,0.47365,-0.0074263,3.1596e+06,4.5404e+06,9718.1
9.56,0.47358,-0.0074522,3.1595e+06,4.5405e+06,9721.2
9.57,0.4735,-0.0074781,3.1595e+06,4.5405e+06,9724.3
9.58,0.47343,-0.0075041,3.1595e+06,4.5405e+06,9727.4
9.59,0.47335,-0.0075303,3.1594e+06,4.5406e+06,9730.5
9.6,0.47328,-0.0075565,3.1594e+06,4.5406e+06,9733.6
9.61,0.4732,-0.0075828,3.1593e+06,4.5407e+06,9736.8
9.62,0.47312,-0.0076091,3.1593e+06,4.5407e+06,9739.9
9.63,0.47305,-0.0076356,3.1593e+06,4.5407e+06,9743.1
9.64,0.47297,-0.0076621,3.1592e+06,4.5408e+06,9746.3
9.65,0.47289,-0.0076887,3.1592e+06,4.5408e+06,9749.5
9.66,0.47282,-0.0077154,3.1591e+06,4.5409e+06,9752.7
9.67,0.47274,-0.0077422,3.1591e+06,4.5409e+06,9755.9
9.68,0.47266,-0.007769,3.1591e+06,4.5409e+06,9759.1
9.69,0.47258,-0.0077959,3.159e+06,4.541e+06,9762.3
9.7,0.47251,-0.0078229,3.159e+06,4.541e+06,9765.5
9.71,0.47243,-0.00785,3.1589e+06,4.5411e+06,9768.8
9.72,0.47235,-0.0078771,3.1589e+06,4.5411e+06,9772
9.73,0.47227,-0.0079042,3.1589e+06,4.5411e+06,9775.3
9.74,0.47219,-0.0079315,3.1588e+06,4.5412e+06,9778.5
9.75,0.47211,-0.0079588,3.1588e+06,4.5412e+06,9781.8
9.76,0.47203,-0.0079861,3.1587e+06,4.5413e+06,9785.1
9.77,0.47195,-0.0080136,3.1587e+06,4.5413e+06,9788.4
9.78,0.47187,-0.008041,3.1586e+06,4.5413e+06,9791.6
9.79,0.47179,-0.0080686,3.1586e+06,4.5414e+06,9794.9
9.8,0.47171,-0.0080962,3.1586e+06,4.5414e+06,9798.2
9.81,0.47163,-0.0081238,3.1585e+06,4.5415e+06,9801.6
9.82,0.47155,-0.0081515,3.1585e+06,4.5415e+06,9804.9
9.83,0.47147,-0.0081793,3.1584e+06,4.5416e+06,9808.2
9.84,0.47138,-0.0082071,3.1584e+06,4.5416e+06,9811.5
9.85,0.4713,-0.008235,3.1584e+06,4.5416e+06,9814.9
9.86,0.47122,-0.008263,3.1583e+06,4.5417e+06,9818.2
9.87,0.47114,-0.008291,3.1583e+06,4.5417e+06,9821.6
9.88,0.47105,-0.008319,3.1582e+06,4.5418e+06,9824.9
9.89,0.47097,-0.0083472,3.1582e+06,4.5418e+06,9828.3
9.9,0.47089,-0.0083753,3.1581e+06,4.5419e+06,9831.7
9.91,0.4708,-0.0084036,3.1581e+06,4.5419e+06,9835.1
9.92,0.47072,-0.0084319,3.1581e+06,4.5419e+06,9838.4
9.93,0.47063,-0.0084603,3.158e+06,4.542e+06,9841.8
9.94,0.47055,-0.0084887,3.158e+06,4.542e+06,9845.2
9.95,0.47047,-0.0085172,3.1579e+06,4.5421e+06,9848.6
9.96,0.47038,-0.0085457,3.1579e+06,4.5421e+06,9852.1
9.97,0.47029,-0.0085744,3.1578e+06,4.5422e+06,9855.5
9.98,0.47021,-0.008603,3.1578e+06,4.5422e+06,9858.9
9.99,0.47012,-0.0086318,3.1578e+06,4.5422e+06,9862.4
10,0.47004,-0.0086606,3.1577e+06,4.5423e+06,9865.8
